face,xmin,ymin,zmin,xmax,ymax,zmax,cx,cy,cz
Xp,1589.9999998999563,988.3333333000594,-1450.0000001000064,1690.0000000999837,1271.6666667000607,-69.99999990000575,1639.99999999997,1130.00000000006,-760.0000000000061
Xp,1589.9999998999563,1281.6666667000607,-1450.0000001000064,1690.0000000999837,1565.000000100062,-69.99999990000575,1639.99999999997,1423.3333334000613,-760.0000000000061
Xp,1589.9999998999808,-670.000000099938,-825.0000001000062,1690.0000001000192,670.0000001000653,-455.000000000006,1640.0,6.366462912410498e-11,-640.0000000500061
Xp,1589.9999998999808,-670.000000099938,-445.000000000006,1690.0000001000192,670.0000001000653,-74.99999990000583,1640.0,6.366462912410498e-11,-259.99999995000593
Xp,1589.999999899964,-670.0000000999399,-1445.0000001000103,1690.000000100016,670.0000001000647,-1224.9999999000097,1639.99999999999,6.235723049030639e-11,-1335.00000000001
Yp,-175.00000010004848,1589.9999998999801,-1589.715243161197,193.36683598376155,1690.0000001000233,28.479226760859923,9.183417941856533,1640.0000000000018,-780.6180082001684
Yp,203.36683598376155,1589.9999998999801,-1589.715243161197,571.7336720675715,1690.0000001000233,28.479226760859923,387.55025402566656,1640.0000000000018,-780.6180082001684
Yp,581.7336720675715,1589.9999998999801,-1589.715243161197,950.1005081513815,1690.0000001000233,28.479226760859923,765.9170901094765,1640.0000000000018,-780.6180082001684
Yp,960.1005081513815,1589.9999998999801,-1589.715243161197,1328.4673442351916,1690.0000001000233,28.479226760859923,1144.2839261932866,1640.0000000000018,-780.6180082001684
Yp,1219.9999998999026,1589.9999999000115,-1445.0000001000005,1690.0000000999173,1690.0000001000685,-1224.9999998999995,1454.99999999991,1640.00000000004,-1335.0
Yp,-1565.0000001000535,1589.9999998999451,-1450.0000000999923,-1314.9999999000465,1690.0000000999548,-69.99999989999168,-1440.00000000005,1639.99999999995,-759.999999999992
Yp,-1290.0000001000524,1589.999999899956,-825.0000000999879,-199.99999990004775,1690.000000099984,-454.9999999999869,-745.00000000005,1639.99999999997,-640.0000000499874
Yp,-1290.0000001000524,1589.999999899956,-444.9999999999869,-199.99999990004775,1690.000000099984,-74.99999989998594,-745.00000000005,1639.99999999997,-259.99999994998643
Yp,1224.9999998999458,1589.999999900035,-830.0000001000028,1449.99999999995,1690.000000100065,-69.9999999000012,1337.4999999499478,1640.00000000005,-450.000000000002
Yp,1459.99999999995,1589.999999900035,-830.0000001000028,1685.0000000999541,1690.000000100065,-69.9999999000012,1572.5000000499522,1640.00000000005,-450.000000000002
Xm,-1690.000000100068,259.9999998999465,-1445.0000001000003,-1589.999999900052,840.0000000999496,-1224.9999998999997,-1640.00000000006,549.999999999948,-1335.0
Xm,-1690.0000001000633,864.9999998999474,-1450.000000099997,-1589.9999999000368,1131.6666666332824,-69.99999989999529,-1640.00000000005,998.3333332666149,-759.9999999999961
