idx,cx,cy,cz,xmin,ymin,zmin,xmax,ymax,zmax,dx,dy,dz,vol_mm3
69,1202.3376734222238,706.5233614019062,-44.99999999995303,305.9955079757414,9.999999899975558,-50.00000009995394,1690.0000001000526,1690.0000000999867,-39.99999989995254,1384.0044921243111,1680.000000200011,10.000000200001395,14913708.465524424
70,1110.5798580111627,399.99584820938423,4.686940371894934e-11,528.2753616137443,394.9999998999773,-40.00000009995371,1690.0000001000494,405.0000000999866,40.00000010004745,1161.7246384863051,10.00000020000931,80.00000020000115,927070.3095522781
71,1226.0496135554058,799.9948148897791,4.698369002256962e-11,759.2154692895912,794.999999899979,-40.00000009995348,1690.0000001000465,805.0000000999866,40.00000010004745,930.7845308104553,10.000000200007548,80.00000020000093,742318.2234116074
72,1341.5191714177088,1199.9930967798323,4.7105231143497987e-11,990.1555769654389,1194.9999998999808,-40.00000009995325,1690.0000001000433,1205.0000000999867,40.00000010004745,699.8444231346044,10.000000200005843,80.0000002000007,557566.1372709239
73,-597.8341321359334,-1355.9443196745838,33.18703934955521,-1700.0000000999544,-1700.000000100015,-50.00000009995245,692.8198904250057,-974.9999999000058,50.000000100053065,2392.81989052496,725.0000002000093,100.00000020000552,20932549.703069776
74,-607.1630963825376,-1343.8919514233364,-44.99999999994989,-1690.0000000999541,-1690.000000100013,-50.00000009995244,675.4993823493159,-974.9999999000058,-39.999999899946985,2365.49938244927,715.0000002000072,10.000000200005452,15437541.126249943
75,-808.3749773732268,-626.8755730472944,32.77163055980729,-1700.0000000999523,-975.0000001000138,-50.000000099953176,274.2409452625282,-249.99999990000575,50.0000001000515,1974.2409453624805,725.0000002000081,100.00000020000468,17144987.599618617
76,-812.788432458048,-631.5848926109072,-44.99999999995101,-1690.000000099952,-975.0000001000124,-50.00000009995315,262.69393987873815,-259.9999999000058,-39.99999989994852,1952.6939399786902,715.0000002000065,10.000000200004628,12485982.212585296
77,-1499.99999999996,-1650.0,-749.9999999999682,-1700.0000000999617,-1700.000000100001,-1450.0000000999687,-1299.9999998999583,-1599.999999899999,-49.9999998999676,400.00000020000334,100.00000020000198,1400.000000200001,14048000.0
78,-299.99999999996913,-1649.99999999998,-1324.99999999996,-1300.0000000999696,-1700.00000009998,-1450.000000099965,700.0000001000316,-1599.99999989998,-1199.999999899955,2000.000000200001,100.00000020000016,250.00000020001016,13567999.999999996
79,1200.0000000000302,-1649.99999999998,-749.9999999999509,699.9999999000264,-1700.000000099981,-1450.0000000999537,1700.0000001000337,-1599.9999998999788,-49.9999998999485,1000.0000002000073,100.0000002000022,1400.0000002000052,31807999.999999985
80,200.00000000003297,-1650.0,-439.99999999995606,-300.000000099969,-1700.0000001,-830.0000000999585,700.0000001000349,-1599.9999999,-49.9999998999535,1000.0000002000038,100.00000020000016,780.0000002000049,18415999.999999996
81,-1649.99999999998,545.000000000003,-1324.99999999981,-1700.0000000999898,239.99999990000205,-1450.000000099814,-1599.9999998999701,850.0000001000038,-1199.9999998998057,100.00000020001971,610.0000002000018,250.00000020000834,4393999.999999998
82,-799.9999999999669,-1650.0,-439.99999999995697,-1300.0000000999676,-1700.0000001,-830.0000000999574,-299.9999998999666,-1599.9999999,-49.999999899956514,1000.000000200001,100.00000020000016,780.000000200001,18416000.0
83,-1649.99999999996,-480.000000000004,-1324.99999999982,-1700.0000000999619,-680.0000001000042,-1450.0000000998202,-1599.999999899958,-279.99999990000373,-1199.9999998998196,100.0000002000038,400.00000020000044,250.0000002000006,3008000.000000001
84,884.0506448541225,884.0506448541015,-1399.9999999999484,-9.994970067973554e-08,-9.99710240672357e-08,-1450.00000009995,1200.000000100048,1200.000000100026,-1349.9999998999474,1200.0000001999977,1200.000000199997,100.00000020000266,10547406.465712402
85,-884.0506448541015,884.0506448541225,-1399.9999999999484,-1200.000000100026,-9.994970067973554e-08,-1450.00000009995,9.99710240672357e-08,1200.000000100048,-1349.9999998999474,1200.000000199997,1200.0000001999977,100.00000020000266,10547406.465712402
86,-884.0506448541225,-884.0506448541015,-1399.9999999999484,-1200.000000100048,-1200.000000100026,-1450.00000009995,9.994970067973554e-08,9.99710240672357e-08,-1349.9999998999474,1200.0000001999977,1200.000000199997,100.00000020000266,10547406.465712402
87,884.0506448541015,-884.0506448541225,-1399.9999999999484,-9.99710240672357e-08,-1200.000000100048,-1450.00000009995,1200.000000100026,9.994970067973554e-08,-1349.9999998999474,1200.000000199997,1200.0000001999977,100.00000020000266,10547406.465712402
